Medicine Name,Active Ingredient,Alternatives,Pharmacology,Image_URL
Alkapress,amlodipine,CORONAVINE 5 mg 10 tab.; DIPOTENSIVE 10 mg 10tab.; VASOPINE 5mg 10 tab.; PINAVASC 10mg 10 TABS.; REGCOR 5 MG 10 TAB.; VISCAL 5mg 10 tab.; VASONORM 5mg 10 tab.; REGCOR 10 MG 10 TAB.; CARDIOVASC 10mg 10 tab.; VASONORM 10mg 10 tab.; AMLOWEST 2.5mg 30 tab.; NORTENS 5mg 20 tab.; WINDIPINE 5mg 30 tab.; AMILO 10MG 20 TAB.; AMLODIPINE 10mg 20 tabs.; AMVASC 5mg 30 CAPSULES; AMILO 5mg 30 tab.; AMVASC 10mg 30 CAPSULES; ALKAPRESS 5mg 20 tab.; AMLODIPINE 5mg 30 tab.; MYODURA 5mg 30 tab.; WINDIPINE 10mg 30 tab.; MYODURA 10mg 30 tab.; NORVASC 10mg 15 tab.; ALKAPRESS 10mg 30 tab.; NORVASC 5mg 30 tab.,"About Amlodipine; Calcium Channel Blocker, Anti hypertensive,anti angina.; ; Mechanism of Action of Amlodipine; Amlodipine is a second generation dihydropyridine Ca channel blocker. It exerts it`s antihypertensive, antianginal actions through blocking the influx of Ca ions through voltage gated L-type Ca channels to the peripheral vascular smooth muscle cells, Coronary smooth muscle cells and to the myocardial cells. Thus causes dilatation of vascular endothelium, decrease peripheral resistance, & reduce myocardial oxygen demand .It markedly relax arterioles and milder effects on veins. They do not compromise haemodynamics and cerebral and renal perfusion.; ; Indications for Amlodipine; 1.Hypertension; 2.Prinzmetal`s angina; 3.Stable angina",https://cdn.chefaa.com/filters:format(webp)/public/uploads/products/alkapress-high-blood-pressure-5mg-20tab-bx0c-01665392744.png
Daflon,diosmin,DAFREX 15 F.C.tab.; VASCOMEDRA 600mg 30 F.C.tab.; DIOSMIN 500mg 30 F.C.tab.; DAFLON 500mg 30 F.C. TABS.,"About Diosmins; Bioflavonoid, a semisynthetic phlebotropic drug, Treating hemorrhoids, a vascular-protecting agent.; Mechanism of Action of Diosmins; These are agents used for bleeding disorders involving increased capillary fragility. It normalizes impaired physiological functions.; Indications for Diosmins; 1. Bleeding gums; 2. Epistaxis; 3. Haemorrhoids; 4. Gingivitis; 5. Periodontal conditions",https://cdn.chefaa.com/filters:format(webp)/public/uploads/products/1629880421daflon-500mg-30-tabsjpg
Allerfen,fexofenadine,ORGOFEXADINE 120mg Film Coated 10 tab.s; ALLEREX 60 mg 10 F.C. TABS.; LINOFENADINE 180mg 10 scored F.C.tab.; FEXODINE 120MG 10 CAP.; ORGOFEXADINE 180mg 10f.c.tab.; ALERTAM 120mg 10 F.C.tab.; FEXON 120mg 10 F.C.tab.; FEXODINE 30MG/5ML 100 ML ORAL SUSP.; FEXON 30MG/5 ML ORAL SUSP. 100 ML; HISTAFREE 120mg 10 tab.; RAPIDO 120MG 10 CAPS.; ALERTAM 60mg 20 F.C.tab.; FEXOFENADINE-CID 120mg 20 F.C. TABS.; FEXOSTADINE 60 mg 20 TABS.; RAPIDO 180MG 10 CAPS.; SANZALERA 120mg 14 F.C. TAB.; FEXOLERG 180 mg 10 F.C.tabs.; ALLERGYNA 120mg 10 F.C. Tab.; FASTEL 120mg 10 F.C. Tab.; FEXON 180mg 10 F.C.tab.; FEXODINE 180MG 10 CAPS.; FASTEL 30mg/5ml oral 110ml susp.; FASTEL 180mg 10 F.C. tab.; ALERTAM 180mg 10 F.C.tab.; ALLERFEN 60mg 30 F.C.tab.; TELFAST 30MG/5ML SUSP. 100 ML; SANZALERA 180mg 14 F.C. TAB.; ALLERFEN 180mg 20 F.C. TABS.; FASTOFEN 60mg 30 tab.; FASTOFEN 120mg 30 tab.; FASTOFEN 180mg 30 tab.; TELFAST 120mg 20 F.C. tabs.; TELFAST 180mg 20 F.C. tabs.,"About Fexofenadine; Second Generation H1 Antagonist, Antihistamine.; ; Mechanism of Action of Fexofenadine; Fexofenadine blocks one type of peripheral receptor for histamine (the H1 receptor) and thus prevents activation of H1 receptor-containing cells by histamine (Histamine is released from histamine-storing cells (mast cells) and then attaches to other cells that have receptors for histamine. The attachment of the histamine to the receptors causes the cell to be ""activated,"" releasing other chemicals that produce the effects that we associate with allergy, e.g., sneezing.) and the allergic symptoms produced by it.",https://cdn.chefaa.com/filters:format(webp)/public/uploads/products/allerfen-cough-and-allergies-180mg-20tab-qc10-01692087701.png
Larypro,dequalinium,CLEARPRONT 20 lozenges; LARYPRO 20 lozenges,"About Dequalinium chloride; Substituted benzimidazole, A quaternary ammonium compound, Antimicrobial agent,antiseptic , disinfectant, topical bacteriostat.; Mechanism of Action of Dequalinium chloride; Dequalinium chloride is an antiseptic which acts against microorganisms associated with mouth and throat infections including bacteria, and fungi. It directly acts on the area of infection and also lubricates and soothes the painful area, which helps relieve the soreness and discomfort of mouth and throat infections.",https://cdn.chefaa.com/filters:format(webp)/public/uploads/products/larypro-20-lozenges-tab-xiwj-01666599984.png
Prinorelax,cyclobenzaprine,MULTI-RELAX 5mg 20 F.C. Tab.; MOVEASY 10 mg 20 F.C. Tab.; MULTI-RELAX 10mg 20 F.C.tab; PRINORELAX 30mg 10 CAPS.; MOVEASY 5mg 30 F.C. Tab.; CYCLOSED 10mg 30 F.C. Tab.,"Description; Cyclobenzaprine is a skeletal muscle relaxant and a central nervous system (CNS) depressant. Cyclobenzaprine acts on the locus coeruleus where it results in increased norepinephrine release, potentially through the gamma fibers which innervate and inhibit the alpha motor neurons in the ventral horn of the spinal cord. It is structurally similar to Amitriptyline, differing by only one double bond.; ; Mechanism of action; Like other tricyclic antidepressants, cyclobenzaprine exhibits anticholinergic activity, potentiation of norepinephrine, and antagonism of reserpine. Cyclobenzaprine does not directly act on the neuromuscular junction or the muscle but relieves muscle spasms through a central action, possibly at the brain stem level. Cyclobenzaprine binds to the serotonin receptor and is considered a 5-HT2 receptor antagonist that reduces muscle tone by decreasing the activity of descending serotonergic neurons.",https://cdn.chefaa.com/filters:format(webp)/public/uploads/products/prinorelax-muscle-stretcher-30g-10cap-1rte-01669645314.png
Zyrtec,cetirizine,ALERID 10mg/ml oral dps.; EPIRIZINE 5MG/ML SYRUP 60 ML; ALERID 5mg/5ml 60ml syrup; ALERID 5mg/5ml 100ml syrup; CETRAK 1mg/ml 120ml syrup; CETIRIZINE 1% oral dps. 15 ML; CETRITIN 5mg/5ml 120ml syrup; CETRITIN 10mg 10 tab.; EPIRIZINE 10mg 10 tab.; LERGFREE 5mg/5ml 120ml syrup; HISTAZINE-1 1gm/100ml oral drops 10 ML; ALERID 10MG chewable 20tab.; HISTAZINE-1 0.1% 100ml syrup; TOMAZINE 1mg/ml 60ml syrup; ALERID 10mg 20 F.C. TABS.; CETRICHEW 5mg 20 chewable F.C. tabs.; CETRICHEW 10mg 20 chewable F.C. tabs.; HISTA CHEW 10 mg 20 chewable tab.; HISTAZINE-1 10mg 10 tab.; CETRAK 10mg 20 tab.; ZYRTEC 10mg/ml oral drops; ZYRTEC 0.1% 100ml syrup; TOMAZINE 10mg 20 F.C. TABS.; ZYRTEC 10 mg 20 tab.,"About Cetirizine; Second Generation H1 Antagonist, Metabolite of hydroxyzine, Antihistamine.; ; Mechanism of Action of Cetirizine; This drug is a selective peripheral H1 receptor antagonist. Thus it inhibits the allergic symptoms produced by histamines like cold, rhinorrhea, sneezing, urticaria etc. The drug has some mast cell stabilizing properties. It also inhibit eotaxin-induced eosinophil TEM through both dermal and lung micro vascular endothelial cells. So inhibit eosinophil chemotaxis and also inflammation caused by it.; ; Indications for Cetirizine; 1. Sneezing; 2. Rhinorrhoea; 3. Postnasal discharge.; 4. Common coughs; 5. Colds.; 6. Chronic urticaria; 7. Dermatitis; 8. Pruritic skin disorders; 9. Hay fever; 10. Angioedema",https://cdn.chefaa.com/filters:format(webp)/public/uploads/products/1623456264ml-oral-drops-10ml-chefaapng
Cymbalta,duloxetine,NERVALTA 60mg 10 DELAYED RELEASE Caps.; DULOXEPRIN 30 mg enteric coated pellets in delayed release 14Caps.; DEPRETREVE 60MG 20 CAPSULES; CYMBATEX 20mg 30 hard gelatin Caps.; KARBALTA 60MG 30 CAPSULES; CYMBATEX 30mg 30 hard gelatin Caps.; CYMBATEX 60mg 30 hard gelatin Caps.; CYMBALTA 30mg 28 hard gastro-resistant Caps.; CYMBALTA 60mg 28 hard gastro-resistant Caps.,"About Duloxetine; A serotonin-norepinephrine reuptake inhibitor,Thiophene derivative, Antidepressant.; ; Mechanism of Action of Duloxetine; Duloxetine preferentially inhibits the re-uptake of Noradrenaline and Serotonin (5 HT) in the CNS nerve terminals .This will result in an increased concentration of neurotransmitter Serotonin in the synaptic cleft and produces antidepressant effect; ; Indications for Duloxetine; 1. Major depressive disorder; 2. Diabetic Peripheral Neuropathic Pain; 3. Generalised anxiety disorder; ; Typical Dosage for Duloxetine; Major Depressive Disorder: 20 - 60mg / day in 2 divided doses; Diabetic Peripheral Neuropathic Pain:60 mg/day; Generalized Anxiety Disorder: 60 mg/ day",https://cdn.chefaa.com/filters:format(webp)/public/uploads/products/cymbalta-60-mg-28-cap-c88x-01668348645.png
Gantolief,itopride,EMA ITOPRIDE 50 MG 20 TABS.; GANAMOTIL 50mg 30 F.C. TABS.; GANTOLIEF 50mg 30 F.C.tab.; MOVIGIT 50mg 30 F.C.tab.; GAROPRIDE 50mg 30 F.C. TABS.; GASTORELIVE 50mg 30 F.C.tab.; ITOMASH 50mg 30 tab.; ITOPRIDE 50mg 30 scored tab; GANATON 50mg 30 F.C. TABS.; ALKAPRIDE 50mg 30 scored tab.,"About Itopride; Dopamine(D2) antagonist, a prokinetic benzamide derivative, Motility stimulant.; ; Mechanism of Action of Itopride; Itopride has three way action. It inhibits the dopamine D2 receptor at the parasympathetic nerve ends.It increases the release of acetycholine and decreases the metabolism of acetylcholine by inhibiting the enzyme acetylcholinesterase (AChE). By maintaining higher acetylcholine levels, itopride increases the oesophageal and gastrointestinal peristalsis, increases the lower oesophageal sphincter pressure, stimulates gastric motility, accelerates gastric emptying and improves gastro-duodenal coordination. Itopride exerts anti-emetic actions because of its dopamine D2 receptor antagonistic action at CTZ.; ; Interactions for Itopride; Cisapride, atropine.; Typical Dosage for Itopride; Adult-Oral: 50 mg 3 times daily taken before each meal",https://cdn.chefaa.com/filters:format(webp)/public/uploads/products/gantolief-50-mg-30-tab-lpb0-01666626374.png
Statomain,fluvoxamine maleate,FLUXAMINE 50mg 10 tab.; FLUXAMINE 100mg 10 F.C.tab.; STATOMAIN 100mg 30 SCORED F.C. TABS.; FAVERIN 50mg 60 f.c. SCORED tab.; FAVERIN 100mg 30 f.c. SCORED tab.,"Description; Fluvoxamine is an antidepressant which functions pharmacologically as a selective serotonin reuptake inhibitor. Though it is in the same class as other SSRI drugs, it is most often used to treat obsessive-compulsive disorder.; ; Indication; For management of depression and for Obsessive Compulsive Disorder (OCD). Has also been used in the management of bulimia nervosa.; ; Mechanism of action; The exact mechanism of action of fluvoxamine has not been fully determined, but appears to be linked to its inhibition of CNS neuronal uptake of serotonin. Fluvoxamine blocks the reuptake of serotonin at the serotonin reuptake pump of the neuronal membrane, enhancing the actions of serotonin on 5HT1A autoreceptors. In-vitro studies suggest that fluvoxamine is more potent than clomipramine, fluoxetine, and desipramine as a serotonin-reuptake inhibitor.",https://cdn.chefaa.com/filters:format(webp)/public/uploads/products/statomain-100-mg-30-tab-fdch-01668348961.png
Relaxon,chlorzoxazone,MYOFLEX 10 tab.; MYOLGIN 250/300 MG 20 Caps.; PARAFON 250/300 18 Caps.; RELAXON 30Caps.; MYOLAX 20 hard gelatin Caps.; RELAX 20 hard gelatin Caps.; RELAXIGED 20 Caps.,"(Indications) :; This medication is a muscle relaxant, prescribed for muscle spasm and the resulting pain or discomfort. It is used in combination with physical therapy, analgesics (such as aspirin or acetaminophen), and rest.; About Chlorzoxazone; A benzoxazolone derivative, Centrally acting Muscle relaxant and mild sedative.; Mechanism of Action of Chlorzoxazone; This muscle relaxant works by blocking nerve impulses (or pain sensations) that are sent to your brain. It inhibits degranulation of mast cells, subsequently preventing the release of histamine and slow-reacting substance of anaphylaxis (SRS-A), mediators of type I allergic reactions. It may also reduce the release of inflammatory leukotrienes. Chlorzoxazone may act by inhibiting calcium influx.",https://cdn.chefaa.com/filters:format(webp)/public/uploads/products/relaxon-muscle-stretcher-30cap-aqf5-01669634866.png
Feburic,febuxostat,FEBURIC 120 MG 10 F.C. TABLETS; EFFECTURIN 40 MG 20 F.C. TABS.; GOUTIFADE 40 MG 20 F.C. TABLETS; GOUTIFADE 80 MG 20 F.C. TABLETS; STATURIC 40 MG 30 F.C. TABS.; XANTHIBUX 40 MG 20 F.C. TABS.; ANDOURISTAT 80 MG 20 F.C. TABLETS; ANDOURISTAT 120 MG 20 F.C. TABLETS; XANTHIBUX 80 MG 20 F.C. TABS.; STATURIC 80 MG 30 F.C. TABS.; URICODROP 80 MG 30 F.C. TABS.; DONIFOXATE 40 MG 30 F.C. TABLETS; XANTHISTOP 80 MG 30 TABS.; FEBUMAGICTAM 80 MG 30 F.C. TABLETS; FEBURIC 80 MG 30 F.C. TABLETS; DONIFOXATE 80 MG 30 F.C. TABLETS; STATURIC 120 MG 30 F.C. TABS.; XANTHISTOP 120 MG 30 TABLETS,Indication: treatment of hyperuricaemia in conditions where urate deposition has already occured.; Dose: 1 tablet once daily,https://cdn.chefaa.com/filters:format(webp)/public/uploads/products/feburic-gout-120mg-10tab-eyhc-01669304439.png
Zyloric,allopurinol,PURINOL 300mg S.R.caps.; LESSURIC 300mg 12tab.; CRYSTASOL 300mg 10 tab.; LESSURIC 100mg 20 tab.; NO-URIC 300mg 20 tab.; URIC PURE 300mg 30 tabs.; NO-URIC 100mg 50 tab.; HIGH PURE 200mg 30 tab.; URIC PURE 100mg 50 tab.; ZYLORIC 100mg 30 tab.; ZYLORIC 300mg 30 tab.,"Description; Xanthine oxidase inhibitor, In hyperuricemia in gout or during cancer chemotherapy.; ; Mechanism of Action of Allopurinol; It inhibits an enzyme xanthine oxidase that is necessary to form uric acid (the enzyme catalyzing the conversion of hypoxanthine to xanthine, and xanthine to uric acid), a substance present in abnormally large amounts in the blood of persons with gout that forms solid deposits in the joints, the kidneys, and other tissues; ; Indications for Allopurinol; 1. Primary hyperuricaemia of Gout.; 2. Secondary hyperuricaemia due to myeloid metaplasia, radiation, cancer chemotherapy, thiazide diuretics.; 3. Prevention of uric acid nephropathy.; ; Contra-indications of Allopurinol; 1. Hypersensitivity to the drug.; 2. Acute gout.; 3. Hemochromatosis.",https://cdn.chefaa.com/filters:format(webp)/public/uploads/products/zyloric-gout-300mg-30tab-wmq4-01669300806.png
Alertam,fexofenadine,ORGOFEXADINE 120mg Film Coated 10 tab.s; ALLEREX 60 mg 10 F.C. TABS.; LINOFENADINE 180mg 10 scored F.C.tab.; FEXODINE 120MG 10 CAP.; ORGOFEXADINE 180mg 10f.c.tab.; ALERTAM 120mg 10 F.C.tab.; FEXON 120mg 10 F.C.tab.; FEXODINE 30MG/5ML 100 ML ORAL SUSP.; FEXON 30MG/5 ML ORAL SUSP. 100 ML; HISTAFREE 120mg 10 tab.; RAPIDO 120MG 10 CAPS.; ALERTAM 60mg 20 F.C.tab.; FEXOFENADINE-CID 120mg 20 F.C. TABS.; FEXOSTADINE 60 mg 20 TABS.; RAPIDO 180MG 10 CAPS.; SANZALERA 120mg 14 F.C. TAB.; FEXOLERG 180 mg 10 F.C.tabs.; ALLERGYNA 120mg 10 F.C. Tab.; FASTEL 120mg 10 F.C. Tab.; FEXON 180mg 10 F.C.tab.; FEXODINE 180MG 10 CAPS.; FASTEL 30mg/5ml oral 110ml susp.; FASTEL 180mg 10 F.C. tab.; ALERTAM 180mg 10 F.C.tab.; ALLERFEN 60mg 30 F.C.tab.; TELFAST 30MG/5ML SUSP. 100 ML; SANZALERA 180mg 14 F.C. TAB.; ALLERFEN 180mg 20 F.C. TABS.; FASTOFEN 60mg 30 tab.; FASTOFEN 120mg 30 tab.; FASTOFEN 180mg 30 tab.; TELFAST 120mg 20 F.C. tabs.; TELFAST 180mg 20 F.C. tabs.,"About Fexofenadine; Second Generation H1 Antagonist, Antihistamine.; ; Mechanism of Action of Fexofenadine; Fexofenadine blocks one type of peripheral receptor for histamine (the H1 receptor) and thus prevents activation of H1 receptor-containing cells by histamine (Histamine is released from histamine-storing cells (mast cells) and then attaches to other cells that have receptors for histamine. The attachment of the histamine to the receptors causes the cell to be ""activated,"" releasing other chemicals that produce the effects that we associate with allergy, e.g., sneezing.) and the allergic symptoms produced by it.",https://cdn.chefaa.com/filters:format(webp)/public/uploads/products/alertam-180mg-10tab-dzxi-01680654011.png
Mucosta,rebamipide,ULSOREST 100mg 20 F.C. Tab.; MUCOSTA 100mg 20 F.C.tab.,"Rebamipide, an amino acid derivative of 2-(1H)-quinolinone, is used for mucosal protection, healing of gastroduodenal ulcers, and treatment of gastritis. It works by enhancing mucosal defense, scavenging free radicals, and temporarily activating genes encoding cyclooxygenase-2.",https://cdn.chefaa.com/filters:format(webp)/public/uploads/products/mycosta-100g-for-the-treatment-of-gastric-and-duodenal-ulcers-47gi-1641232681.png
Natrilix SR,indapamide,INDAMIDE 1.5mg S.R.tab.; NATRIDURIN SR 1.5mg prolonged release f.c. tabs.; DIUREX 2.5mg 30 sugar coated tab.; HYPOTENSE 2.5mg 20 tab.; NATRISTAZEN SR 1.5mg 30 F.C. TABS.; INDAMIDE 2.5mg 30 tab.; NATRILIX 2.5mg 30 tab.(DISCONTINUED); NATRILIX SR 1.5mg 30 coated tab.,"About IndapamideSThiazide-related(a non-thiazide sulphonamide) drug, Diuretic, Antihypertensive.SSMechanism of Action of IndapamideSIt exerts thiazides like diuretic action by acting at site-3(central dilating segment of early distal tubule). It binds to Na+Cl- symporter and inhibits Na+Cl- symport at the luminal membrane. It increases natriuresis, kaliuresis and diuresis. It decreases Ca2+ excretion and increases Mg2+excretion. SIt causes vasodilatation by Ca channel blockade. It decreases total peripheral resistance and exerts anti hypertensive action. Decrease in peripheral resistance is due to either the loss of sodium from the arteriolar wall or a direct action on the vascular bed. It is an effective drug in edema associated with congestive heart failure. SSIndications for IndapamideS1. Hypertension S2. Oedema SInteractions for IndapamideSDiazoxide: Synergistic action - may cause hyperglycemia, hyperuricaemia and hypotension. S",https://cdn.chefaa.com/filters:format(webp)/public/uploads/products/natrilix-sr-fluid-retention-in-the-body-1-5mg-30tab-tpb3-01665497526.png
Lornoxicam,lornoxicam,ZEFICAM 8mg/2ml vial for I.M./I.V. inj.; LORNOX 4mg 10 F.C. tabs.; LORNOX 8mg 10 F.C. tabs.; ROYANOXICAM 8mg 10 F.C. tabs.; LORNOXICAM 8mg/2ml vial for I.M./I.V. inj.; RHEUXICAM 8MG PD FOR I.M. / I.V. INJ. VIAL; ZEFICAM 4mg 20 F.C.tab.; EDUROPAN 8mg 20 F.C. TABS.; TOPRANO 4mg 20 F.C.tab.; ZEFICAM 8mg 20 F.C. TABS.; XEFO 8mg/2ml vial for I.M./I.V. inj.; LORANOVIL 8mg 20 F.C. TABS.; TOPRANO 8mg 20 F.C.tab.; LORGEQUE 8mg 20 F.C.tab.; LORNOX 8mg 30 F.C. tabs.; LORNOXICAM 4mg 20 F.C.tab; NOXILORN 8 mg 30 F.C.tab; XEFO 4mg 20 F.C. Tab.; LORNICAM 8mg rapid 10 DISINTEGRATING Tab.; RHEUXICAM 4MG 20 F.C.TAB.; XEFO 8mg 10 F.C. Tab.; LORNOXICAM 8mg 20 F.C.tab; RHEUXICAM 8MG 20 F.C.TAB.; XEFO RAPID 8mg 20 F.C. Tab.,"About Lornoxicam; Non-steroidal anti-inflammatory drug (NSAID) of the oxicam class with analgesic (pain relieving), anti-inflammatory and antipyretic (fever reducing) properties. It is available in oral and parenteral formulations.; ; Mechanism of Action of Lornoxicam; Like other NSAIDs, lornoxicam inhibits prostaglandin biosynthesis by blocking the enzyme cyclooxygenase. Lornoxicam inhibits both isoforms in the same concentration range, that is, the ratio of COX-1 inhibition to COX-2 inhibition is 1:1. It readily penetrates into the synovial fluid.; ; Interactions for Lornoxicam; 1.Vitamin K antagonists like warfarin increases the risk of bleeding.; 2.Ciclosporin can lead to reduced kidney function, and to acute renal failure in rare cases.; 3.Lornoxicam can also increase the adverse effects of lithium, methotrexate and digoxin and its derivatives.; 4.The effect of diuretics, ACE inhibitors and angiotensin II receptor antagonists can be reduced, but this is only relevant in patient",https://cdn.chefaa.com/filters:format(webp)/public/uploads/products/lornoxicam-anti-inflammatory-8mg2ml-1vial-h4et-01669298214.png
Dicetel,pinaverium bromide,SPASMOPINAVER 50mg 30 F.C. tabs.; DICETEL 100mg 20 F.C. TABS.; SPASMOPINAVER 100mg 30 F.C. Tab.; SPASCOLON 50mg 30 F.C.tab.; SPASCOLON 100mg 30 F.C.tab.,"About Pinaverium Bromide; A calcium channel blocker, For functional gastrointestinal disorder.; Mechanism of Action of Pinaverium Bromide; Pinaverium is a calcium channel blocker. It inhibits the calcium influx through voltage-dependent calcium channel in the intestinal smooth muscle and produces relaxation of smooth muscle.; Indications for Pinaverium Bromide; 1.Irritable bowel syndrome; 2.Abdominal pain; 3.Bowel disturbances; Typical Dosage for Pinaverium Bromide; Adult:; Oral:150mg/day in 3 divided doses. Dose can be increased to 300mg/day if sufficient response is not obtained.",https://cdn.chefaa.com/filters:format(webp)/public/uploads/products/dicetel-100g-for-the-treatment-of-irritable-bowel-syndrome-pain-and-disorders-hwf9-1641231296.png
Aspirin,acetylsalicylic acid,ALKASPIRIN 24tab.,"ACETYLSALICYLIC ACID; Indication For use in the temporary relief of various forms of pain, inflammation associated with various conditions (including rheumatoid arthritis, juvenile rheumatoid arthritis, systemic lupus erythematosus, osteoarthritis, and ankylosing spondylitis), and is also used to reduce the risk of death and/or nonfatal myocardial infarction in patients with a previous infarction or unstable angina pectoris.",https://cdn.chefaa.com/filters:format(webp)/public/uploads/products/aspirin-protect-100mg-20tab-18gc-01680731065.png
Tritone,trimebutine,GAST-REG 100mg 5 supp.; G-REGULATOR 100mg 10 tab.; G-REGULATOR 24mg/5ml 125ml susp.; TRITONE 480mg/100ml 125ml susp.; GAST-REG 50mg/5ml I.V./I.M. 3 amp.; TRIBUDAT 100mg 20 tab.; GAST-REG 24mg/5ml 125ml susp.; DEBRIDAT 200mg 20 tab.; GAST-REG 100mg 30 tab.; TRITONE 100mg 30 tab.; GAST-REG 200mg 30 tab.; TRIGENDA 200mg 30 F.C. Tab.; TRITONE 200mg 30 tab,"About Trimebutine; Antimuscarinic, a noncompetitive spasmolytic agent, In Irritable bowel syndrome (spastic colon).; Mechanism of Action of Trimebutine; Trimebutine is a noncompetitive spasmolytic agent. It slows down the movement of the bowel and therefore it is used for the treatment of irritable bowel syndrome.; Indications for Trimebutine; 1.Irritable bowel syndrome; Typical Dosage for Trimebutine; Oral; Adult:600 mg/day in 2 - 3 divided doses before meals; Storage Requirements for Trimebutine",https://cdn.chefaa.com/filters:format(webp)/public/uploads/products/tritone-200g-to-treat-colon-infections-gmee-1641231055.png
Spascolon,pinaverium bromide,SPASMOPINAVER 50mg 30 F.C. tabs.; DICETEL 100mg 20 F.C. TABS.; SPASMOPINAVER 100mg 30 F.C. Tab.; SPASCOLON 50mg 30 F.C.tab.; SPASCOLON 100mg 30 F.C.tab.,"About Pinaverium Bromide; A calcium channel blocker, For functional gastrointestinal disorder.; Mechanism of Action of Pinaverium Bromide; Pinaverium is a calcium channel blocker. It inhibits the calcium influx through voltage-dependent calcium channel in the intestinal smooth muscle and produces relaxation of smooth muscle.; Indications for Pinaverium Bromide; 1.Irritable bowel syndrome; 2.Abdominal pain; 3.Bowel disturbances; Typical Dosage for Pinaverium Bromide; Adult:; Oral:150mg/day in 3 divided doses. Dose can be increased to 300mg/day if sufficient response is not obtained.",https://cdn.chefaa.com/filters:format(webp)/public/uploads/products/spascolon-50mg-30film-coated-tabs-pskg-01673098667.png
Petro,caffeine,PETRO 20 tab.,481,https://cdn.chefaa.com/filters:format(webp)/public/uploads/products/petro-20tabs-dxjx-01673099229.png
Fusi-Zon,hydrocortisone,CURADIC cream 15 gm; HEALTHIFUSE-H topical 30gm cream; DEFUSIN H topical cream 30 GM; FUSI-ZON cream 15 gm; HEALTHIFUSE-H topical 40gm cream; STAPH BUSTER-H topical cream 30 GM,"About Hydrocortisone; Systemic synthetic glucocorticoid, anti-inflammatory; Mechanism of Action of Hydrocortisone; The drug exerts it`s pharmacological action by penetrating and binding to cytoplasmic receptor protein and causes a structural change in steroid receptor complex. This structural change allows it`s migration in to the nucleus and then binding to specific sites on the DNA which leads to transcription of specific m-RNA and which ultimately regulates protein synthesis. It exerts both glucocorticoid and mineralocorticoid actions.; The drug exerts anti-inflammatory and immunosuppressant actions as follows: - 1) Induce lipocortins in macrophages, endothelium, and fibroblasts which inhibits phospholipase A2 and thus decreases the production of Prostaglandins, leukotriens (LT), and platelet activating factor, 2) Causes negative regulation of genes for cytokines in macrophages,",https://cdn.chefaa.com/filters:format(webp)/public/uploads/products/fusi-zon-cream-15gm-q3bq-01668387050.png
Atacand,candesartan cilexetil,CANDY 16 mg tabs.; CANDESAR 32mg 7 tab.; CANDESARTAN 8mg tabs.; HOLDISAR 16mg 14 Tab.; CANDESAR 16mg 14 tab.; CANDESAR 4mg 14 tab.; CANDESARTAN 16mg tabs.; CANDEBLOCK 8mg 20 tabs.; CANDALKAN 4mg 14 F.C.tab.; CANDESAR 8mg 14 tab.; GLOBACAND 8mg 28 F.c.tab.; CANDALKAN 8mg 14 F.C. tab.; CANDEBLOCK 16mg 20 tabs.; ALBUSTIX 8 mg 30 tab.; CANDALKAN 16mg 14 F.C. Tab.; CANDEPRESSIN 32mg 20 tab.; ATACAND 4mg 14 tab.; GLOBACAND 16mg 28 F.C.tab.; BLOPRESS 8mg 28 tab.; ATACAND 16mg 14 F.C. Tab.; BLOPRESS 16mg 28 tab.; ATACAND 8mg 28 tab.,"About Candesartan Cilexetil; Angiotensin || Antagonist, Antihypertensive agent; Mechanism of Action of Candesartan Cilexetil; It is a antagonist of angiotensin 2 at AT-1 receptor.It decreases peripheral resistance and lowers BP in hypertensive individuals. It blocks all actions of angiotensin-2 such as 1.Vasoconstriction,2. Central and peripheral sympathetic stimulus,3. Release of aldosterone and adrenaline,4. Salt and water reabsorption ,5.Central actions like thirst,vasopressin release, and growth promoting actions on heart and blood vessals; Indications for Candesartan Cilexetil; Hypertension; Interactions for Candesartan Cilexetil; Diuretics and other antihypertensives: Increased risk of hypotension; Lithium: Increased lithium blood level; NSAID: Decreased antihypertensive effect; Potassium sparing diuretics, Potassium supplements: Increased risk of hyperkalemia",https://cdn.chefaa.com/filters:format(webp)/public/uploads/products/atacand-blood-pressure-8mg-14tab-lcwe-01665407673.png
Librax,chlordiazepoxide,CLOXIDE 30Caps.; EPIRAX 20 tab.; LIBRAX 30 sugar coated tab.; CLIDIASPASM 5mg/2.5mg 30 F.C. tabs.; DIBREX 30 SUGAR C. TABS.,"(chlordiazepoxide and clidinium) combines in a single capsule formulation the antianxiety action of chlordiazepoxide hydrochloride and the anticholinergic/spasmolytic effects of clidinium bromide.; Chlordiazepoxide hydrochloride is a versatile, therapeutic agent of proven value for the relief of anxiety and tension. It is indicated when anxiety, tension or apprehension are significant components of the clinical profile. It is among the safer of the effective psychopharmacologic compounds.; Clidinium bromide is a synthetic anticholinergic agent which has been shown in experimental and clinical studies to have a pronounced antispasmodic and antisecretory effect on the gastrointestinal tract.",https://cdn.chefaa.com/filters:format(webp)/public/uploads/products/librax-30tab-ev3d-1641155907.png
